clock,foul,gameId,index,isFreeThrow,make,pid,pts,qtr,x,y
703.0,False,1459450.0,0.0,False,True,467271.0,2.0,1.0,0.0,0.1
688.0,False,1459450.0,0.0,False,False,3100.0,0.0,1.0,-8.2,14.2
685.0,False,1459450.0,0.0,False,True,168040.0,2.0,1.0,2.6,0.0
663.0,False,1459450.0,0.0,False,True,469089.0,3.0,1.0,23.6,0.0
651.0,False,1459450.0,0.0,False,False,340730.0,0.0,1.0,13.3,14.5
643.0,False,1459450.0,0.0,False,False,168040.0,0.0,1.0,14.3,6.0
631.0,False,1459450.0,0.0,False,True,467271.0,2.0,1.0,0.0,0.1
601.0,False,1459450.0,0.0,False,True,3100.0,2.0,1.0,-6.8,16.0
588.0,False,1459450.0,0.0,False,True,509449.0,2.0,1.0,-9.0,14.0
551.0,False,1459450.0,0.0,False,False,469085.0,0.0,1.0,-16.8,0.0
531.0,False,1459450.0,0.0,False,False,3100.0,0.0,1.0,-16.1,11.2
525.0,False,1459450.0,0.0,False,False,456456.0,0.0,1.0,-1.0,0.0
498.0,False,1459450.0,0.0,False,False,456456.0,0.0,1.0,22.6,-1.1
488.0,False,1459450.0,0.0,False,False,168040.0,0.0,1.0,0.7,2.2
478.0,False,1459450.0,0.0,False,False,509449.0,0.0,1.0,-22.0,13.1
467.0,False,1459450.0,0.0,False,False,329544.0,0.0,1.0,17.0,8.0
459.0,False,1459450.0,0.0,False,True,469089.0,3.0,1.0,23.4,4.7
444.0,False,1459450.0,0.0,False,False,3100.0,0.0,1.0,-8.1,15.1
442.0,False,1459450.0,0.0,False,False,329711.0,0.0,1.0,-0.5,-0.2
438.0,False,1459450.0,0.0,False,True,3100.0,2.0,1.0,1.8,1.4
422.0,False,1459450.0,0.0,False,True,456456.0,2.0,1.0,1.7,-0.5
402.0,False,1459450.0,0.0,False,False,168040.0,0.0,1.0,2.4,4.8
378.0,False,1459450.0,0.0,False,False,469089.0,0.0,1.0,-24.2,-0.5
358.0,False,1459450.0,0.0,False,False,329711.0,0.0,1.0,1.8,19.7
344.0,False,1459450.0,0.0,False,False,469085.0,0.0,1.0,-8.2,23.6
336.0,False,1459450.0,0.0,False,True,509449.0,3.0,1.0,10.8,22.5
318.0,False,1459450.0,0.0,False,False,3100.0,0.0,1.0,0.9,14.3
309.0,False,1459450.0,0.0,False,False,616982.0,0.0,1.0,-5.2,4.2
299.0,False,1459450.0,0.0,False,False,168040.0,0.0,1.0,8.8,16.2
291.0,False,1459450.0,0.0,False,True,469085.0,2.0,1.0,1.2,0.0
