clock,foul,gameId,index,isFreeThrow,make,pid,pts,qtr,x,y
685.0,False,1459701.0,41745.0,False,False,329525.0,0.0,1.0,-0.7,24.9
669.0,False,1459701.0,41745.0,False,True,603096.0,2.0,1.0,12.9,12.9
657.0,False,1459701.0,41745.0,False,True,679478.0,2.0,1.0,-1.3,4.5
633.0,False,1459701.0,41745.0,False,True,679478.0,2.0,1.0,-2.3,0.0
618.0,False,1459701.0,41745.0,False,True,464841.0,2.0,1.0,-2.1,0.0
596.0,False,1459701.0,41745.0,False,False,548635.0,0.0,1.0,-22.3,2.2
588.0,False,1459701.0,41745.0,False,False,401085.0,0.0,1.0,1.8,0.4
576.0,False,1459701.0,41745.0,False,True,456450.0,2.0,1.0,-6.0,8.3
555.0,False,1459701.0,41745.0,False,True,295799.0,2.0,1.0,-2.6,4.1
539.0,False,1459701.0,41745.0,False,True,329525.0,2.0,1.0,14.3,18.7
517.0,False,1459701.0,41745.0,False,False,464841.0,0.0,1.0,-9.0,22.8
465.0,False,1459701.0,41745.0,False,False,329830.0,0.0,1.0,-6.4,11.5
432.0,False,1459701.0,41745.0,False,False,456450.0,0.0,1.0,-12.3,13.1
407.0,False,1459701.0,41745.0,False,False,295799.0,0.0,1.0,23.0,0.1
397.0,False,1459701.0,41745.0,False,True,456450.0,3.0,1.0,-3.7,24.7
375.0,False,1459701.0,41745.0,False,False,603096.0,0.0,1.0,1.0,17.6
355.0,False,1459701.0,41745.0,False,True,456450.0,2.0,1.0,0.2,3.9
334.0,False,1459701.0,41745.0,False,False,603096.0,0.0,1.0,1.2,4.1
331.0,False,1459701.0,41745.0,False,False,603096.0,0.0,1.0,2.6,-0.5
326.0,False,1459701.0,41745.0,False,True,329830.0,3.0,1.0,14.1,20.3
305.0,False,1459701.0,41745.0,False,True,464841.0,3.0,1.0,-22.9,1.1
279.0,False,1459701.0,41745.0,False,False,456453.0,0.0,1.0,2.1,0.0
271.0,False,1459701.0,41745.0,False,False,401085.0,0.0,1.0,8.0,22.2
262.0,False,1459701.0,41745.0,False,False,329525.0,0.0,1.0,-11.2,21.7
257.0,False,1459701.0,41745.0,False,True,464841.0,2.0,1.0,-2.9,-0.8
246.0,False,1459701.0,41745.0,False,True,329830.0,2.0,1.0,-13.0,8.5
229.0,False,1459701.0,41745.0,False,True,603096.0,2.0,1.0,-13.8,2.2
207.0,False,1459701.0,41745.0,False,False,329830.0,0.0,1.0,16.0,1.7
197.0,False,1459701.0,41745.0,False,True,464841.0,2.0,1.0,-2.4,-0.8
183.0,False,1459701.0,41745.0,False,True,329525.0,2.0,1.0,14.0,1.4
169.0,False,1459701.0,41745.0,False,True,603096.0,2.0,1.0,0.0,0.1
158.0,False,1459701.0,41745.0,False,True,329830.0,2.0,1.0,0.4,0.3
138.0,False,1459701.0,41745.0,False,False,329715.0,0.0,1.0,13.0,14.0
120.0,False,1459701.0,41745.0,False,True,329830.0,2.0,1.0,1.5,18.1
104.0,False,1459701.0,41745.0,False,True,329825.0,3.0,1.0,22.8,0.3
90.0,False,1459701.0,41745.0,False,True,329525.0,3.0,1.0,-11.2,22.0
71.0,False,1459701.0,41745.0,False,True,401085.0,2.0,1.0,-1.0,0.0
35.2,False,1459701.0,41745.0,False,True,329825.0,3.0,1.0,21.8,10.5
31.4,False,1459701.0,41745.0,False,True,329830.0,3.0,1.0,5.3,24.7
20.7,False,1459701.0,41745.0,False,True,329715.0,2.0,1.0,1.8,0.0
2.9,False,1459701.0,41745.0,False,False,329830.0,0.0,1.0,-3.8,20.3
709.0,False,1459701.0,41745.0,False,True,329715.0,3.0,2.0,1.7,24.4
696.0,False,1459701.0,41745.0,False,True,552007.0,2.0,2.0,-16.3,3.6
658.0,False,1459701.0,41745.0,False,False,552007.0,0.0,2.0,2.9,0.0
642.0,False,1459701.0,41745.0,False,False,329715.0,0.0,2.0,16.2,19.0
632.0,False,1459701.0,41745.0,False,True,462444.0,2.0,2.0,-5.7,3.9
610.0,False,1459701.0,41745.0,False,False,400661.0,0.0,2.0,4.2,9.7
598.0,False,1459701.0,41745.0,False,True,400661.0,2.0,2.0,-1.6,0.0
583.0,False,1459701.0,41745.0,False,False,263899.0,0.0,2.0,2.9,23.8
531.0,False,1459701.0,41745.0,False,False,329715.0,0.0,2.0,-0.2,3.3
530.0,False,1459701.0,41745.0,False,False,456449.0,0.0,2.0,1.7,0.6
