clock,fastBreak,foul,gameId,index,isFastBreak,pid,pts,qtr,scorerId,x,y
703.0,False,False,1459450.0,0.0,,509449.0,2.0,1.0,467271.0,0.0,0.1
685.0,False,False,1459450.0,0.0,,329544.0,2.0,1.0,168040.0,2.6,0.0
663.0,False,False,1459450.0,0.0,,469085.0,3.0,1.0,469089.0,23.6,0.0
631.0,False,False,1459450.0,0.0,,509449.0,2.0,1.0,467271.0,0.0,0.1
601.0,False,False,1459450.0,0.0,,340730.0,2.0,1.0,3100.0,-6.8,16.0
459.0,True,False,1459450.0,0.0,,509449.0,3.0,1.0,469089.0,23.4,4.7
438.0,False,False,1459450.0,0.0,,329711.0,2.0,1.0,3100.0,1.8,1.4
291.0,True,False,1459450.0,0.0,,509449.0,2.0,1.0,469085.0,1.2,0.0
181.0,False,False,1459450.0,0.0,,457605.0,3.0,1.0,469089.0,-21.0,12.6
139.0,True,False,1459450.0,0.0,,292391.0,2.0,1.0,457605.0,2.4,-1.0
57.9,True,False,1459450.0,0.0,,699948.0,3.0,1.0,457605.0,16.5,18.3
39.9,False,False,1459450.0,0.0,,462458.0,2.0,1.0,168040.0,-15.0,7.2
675.0,False,False,1459450.0,0.0,,462458.0,2.0,2.0,329670.0,19.0,9.4
656.0,False,False,1459450.0,0.0,,76032.0,2.0,2.0,329670.0,-14.9,14.5
631.0,False,False,1459450.0,0.0,,76032.0,2.0,2.0,329711.0,-10.0,19.0
556.0,False,False,1459450.0,0.0,,329711.0,2.0,2.0,329670.0,-12.8,16.4
473.0,True,False,1459450.0,0.0,,76032.0,2.0,2.0,462458.0,-2.1,1.5
455.0,False,False,1459450.0,0.0,,457605.0,3.0,2.0,229905.0,-23.1,1.2
326.0,False,False,1459450.0,0.0,,456456.0,3.0,2.0,509449.0,16.6,18.6
200.0,False,False,1459450.0,0.0,,509449.0,2.0,2.0,469089.0,-15.8,7.5
181.0,False,False,1459450.0,0.0,,3100.0,2.0,2.0,329544.0,15.5,-0.3
72.0,False,False,1459450.0,0.0,,469085.0,3.0,2.0,457605.0,23.3,1.7
627.0,False,False,1459450.0,0.0,,509449.0,2.0,3.0,467271.0,0.0,0.1
585.0,False,False,1459450.0,0.0,,509449.0,3.0,3.0,469085.0,-11.4,22.4
509.0,False,False,1459450.0,0.0,,469089.0,2.0,3.0,469085.0,14.4,7.8
480.0,False,False,1459450.0,0.0,,456456.0,3.0,3.0,469089.0,24.1,-1.7
429.0,False,False,1459450.0,0.0,,3100.0,2.0,3.0,329711.0,0.0,0.1
387.0,False,False,1459450.0,0.0,,509449.0,2.0,3.0,469089.0,15.5,-0.8
372.0,False,False,1459450.0,0.0,,168040.0,2.0,3.0,3100.0,-2.3,0.4
296.0,False,False,1459450.0,0.0,,329544.0,3.0,3.0,3100.0,-14.6,22.2
154.0,False,False,1459450.0,0.0,,457605.0,3.0,3.0,469089.0,22.6,0.0
138.0,False,False,1459450.0,0.0,,3100.0,2.0,3.0,329544.0,-13.9,17.5
78.0,False,False,1459450.0,0.0,,509449.0,2.0,3.0,457605.0,17.9,-0.3
628.0,False,False,1459450.0,0.0,,462458.0,2.0,4.0,329670.0,-15.5,15.7
418.0,False,False,1459450.0,0.0,,786387.0,3.0,4.0,457605.0,-11.9,21.6
389.0,False,False,1459450.0,0.0,,786387.0,3.0,4.0,457605.0,22.8,-1.4
374.0,False,False,1459450.0,0.0,,76032.0,3.0,4.0,329670.0,23.1,3.7
270.0,False,False,1459450.0,0.0,,551975.0,3.0,4.0,76032.0,23.3,-1.6
237.0,False,False,1459450.0,0.0,,292391.0,2.0,4.0,467271.0,2.8,15.4
177.0,False,False,1459450.0,0.0,,786387.0,3.0,4.0,229905.0,22.8,11.2
108.0,True,False,1459450.0,0.0,,551975.0,2.0,4.0,400617.0,1.7,11.8
77.0,False,False,1459450.0,0.0,,400617.0,2.0,4.0,329670.0,14.9,-0.5
50.9,False,False,1459450.0,0.0,,76032.0,2.0,4.0,462458.0,-3.4,3.3
665.0,False,False,1459451.0,43.0,,168010.0,3.0,1.0,3235.0,1.7,27.2
569.0,False,False,1459451.0,43.0,,509456.0,2.0,1.0,3235.0,-0.7,0.1
555.0,False,False,1459451.0,43.0,,61849.0,2.0,1.0,229569.0,1.0,0.3
509.0,False,False,1459451.0,43.0,,509456.0,2.0,1.0,168010.0,4.3,3.4
354.0,False,False,1459451.0,43.0,,61849.0,2.0,1.0,229569.0,-0.7,-0.2
305.0,False,False,1459451.0,43.0,,509456.0,2.0,1.0,292408.0,1.3,0.9
278.0,False,False,1459451.0,43.0,,264019.0,3.0,1.0,410831.0,-15.7,18.9
235.0,False,False,1459451.0,43.0,,3235.0,2.0,1.0,292408.0,0.0,0.1
181.0,False,False,1459451.0,43.0,,509456.0,2.0,1.0,609256.0,0.7,1.2
157.0,False,False,1459451.0,43.0,,172631.0,3.0,1.0,410831.0,-17.5,17.5
72.0,True,False,1459451.0,43.0,,509456.0,3.0,1.0,609256.0,19.5,16.4
683.0,False,False,1459451.0,43.0,,172631.0,2.0,2.0,75344.0,0.0,0.1
598.0,False,False,1459451.0,43.0,,296572.0,2.0,2.0,172631.0,2.3,18.6
580.0,False,False,1459451.0,43.0,,550427.0,2.0,2.0,229649.0,-10.0,3.6
487.0,True,False,1459451.0,43.0,,552982.0,2.0,2.0,61849.0,-15.2,6.3
442.0,False,False,1459451.0,43.0,,3235.0,2.0,2.0,168010.0,14.6,14.0
419.0,False,False,1459451.0,43.0,,296572.0,2.0,2.0,172631.0,13.6,11.0
365.0,False,False,1459451.0,43.0,,552982.0,3.0,2.0,172631.0,2.3,24.9
339.0,False,False,1459451.0,43.0,,3235.0,3.0,2.0,168010.0,-20.2,14.3
322.0,False,False,1459451.0,43.0,,296572.0,2.0,2.0,75344.0,0.0,0.1
219.0,True,False,1459451.0,43.0,,509456.0,2.0,2.0,3235.0,0.0,0.1
110.0,False,False,1459451.0,43.0,,229569.0,2.0,2.0,61849.0,3.1,6.6
95.0,False,False,1459451.0,43.0,,3235.0,2.0,2.0,168010.0,12.9,14.8
56.1,False,False,1459451.0,43.0,,509456.0,2.0,2.0,3235.0,-5.1,10.5
34.1,False,False,1459451.0,43.0,,509456.0,2.0,2.0,292408.0,0.7,0.9
19.5,False,False,1459451.0,43.0,,410831.0,3.0,2.0,172631.0,7.2,23.8
3.4,False,False,1459451.0,43.0,,509456.0,3.0,2.0,263903.0,23.6,3.1
622.0,False,False,1459451.0,43.0,,3235.0,2.0,3.0,168010.0,4.7,17.3
581.0,False,False,1459451.0,43.0,,410831.0,2.0,3.0,264019.0,-0.5,0.1
479.0,False,False,1459451.0,43.0,,264019.0,2.0,3.0,410831.0,-10.1,16.2
455.0,False,False,1459451.0,43.0,,263903.0,2.0,3.0,292408.0,-7.8,2.5
209.0,False,False,1459451.0,43.0,,75344.0,2.0,3.0,410831.0,-8.7,13.2
658.0,False,False,1459451.0,43.0,,172631.0,2.0,4.0,602135.0,0.4,0.6
576.0,False,False,1459451.0,43.0,,3313.0,3.0,4.0,168058.0,-6.8,23.8
531.0,True,False,1459451.0,43.0,,296572.0,2.0,4.0,602135.0,0.7,0.9
285.0,False,False,1459451.0,43.0,,264019.0,3.0,4.0,296572.0,13.5,21.3
241.0,False,False,1459451.0,43.0,,509456.0,2.0,4.0,292408.0,1.2,1.2
160.0,False,False,1459451.0,43.0,,172631.0,3.0,4.0,410831.0,0.2,28.3
140.0,False,False,1459451.0,43.0,,509456.0,2.0,4.0,168010.0,-14.1,13.4
87.0,False,False,1459451.0,43.0,,61849.0,2.0,4.0,229569.0,-1.3,0.3
