away,home,awayScore,homeScore,date,gameId,awayPoss,homePoss,periods
2.0,17.0,101.0,111.0,2015-11-22T18:00:00,1570780.0,98.0,97.0,4.0
6.0,10.0,110.0,98.0,2015-11-14T19:00:00,1571373.0,99.0,97.0,4.0
15.0,7.0,102.0,103.0,2015-11-11T19:00:00,1571092.0,88.0,89.0,4.0
16.0,23.0,101.0,91.0,2015-11-27T19:00:00,1570810.0,92.0,91.0,4.0
19.0,12.0,101.0,103.0,2015-12-05T19:30:00,1571116.0,97.0,98.0,4.0
21.0,3.0,116.0,122.0,2015-11-22T17:00:00,1570504.0,106.0,107.0,4.0
1.0,3.0,121.0,115.0,2015-11-06T19:00:00,1570485.0,102.0,102.0,4.0
3.0,26.0,87.0,101.0,2015-11-28T19:00:00,1571182.0,95.0,96.0,4.0
11.0,20.0,112.0,85.0,2015-11-18T19:00:00,1571058.0,104.0,103.0,4.0
28.0,19.0,87.0,92.0,2015-11-06T19:00:00,1571195.0,88.0,87.0,4.0
12.0,7.0,111.0,94.0,2015-11-24T19:00:00,1571141.0,96.0,97.0,4.0
7.0,15.0,74.0,92.0,2015-11-30T19:00:00,1570581.0,91.0,91.0,4.0
21.0,25.0,103.0,124.0,2015-11-08T18:00:00,1571682.0,105.0,106.0,4.0
15.0,11.0,86.0,123.0,2015-11-21T19:00:00,1570983.0,99.0,99.0,4.0
24.0,7.0,91.0,80.0,2015-11-27T19:00:00,1571148.0,92.0,93.0,4.0
9.0,10.0,112.0,92.0,2015-10-30T20:30:00,1571316.0,101.0,101.0,4.0
4.0,17.0,115.0,100.0,2015-10-28T19:30:00,1570735.0,101.0,100.0,4.0
14.0,18.0,97.0,78.0,2015-11-27T19:30:00,1571459.0,90.0,91.0,4.0
11.0,8.0,94.0,82.0,2015-11-03T19:30:00,1571081.0,95.0,96.0,4.0
8.0,17.0,83.0,87.0,2015-11-29T18:00:00,1570785.0,100.0,99.0,4.0
20.0,2.0,95.0,112.0,2015-10-28T19:30:00,1571086.0,103.0,102.0,4.0
3.0,28.0,81.0,100.0,2015-11-13T19:30:00,1570566.0,92.0,92.0,4.0
11.0,26.0,119.0,122.0,2015-12-05T19:00:00,1571197.0,107.0,106.0,5.0
5312.0,4.0,102.0,96.0,2015-12-05T19:00:00,1570449.0,97.0,97.0,4.0
3.0,25.0,103.0,110.0,2015-11-18T19:00:00,1571694.0,98.0,96.0,4.0
7.0,3.0,115.0,98.0,2015-11-17T19:00:00,1570495.0,91.0,90.0,4.0
15.0,18.0,99.0,92.0,2015-11-06T19:30:00,1571392.0,93.0,92.0,4.0
10.0,29.0,84.0,96.0,2015-11-20T19:00:00,1570815.0,100.0,102.0,4.0
4.0,21.0,103.0,97.0,2015-11-18T20:30:00,1571336.0,98.0,98.0,4.0
20.0,14.0,91.0,96.0,2015-11-21T20:00:00,1570675.0,97.0,97.0,4.0
22.0,15.0,88.0,90.0,2015-12-07T19:00:00,1570593.0,96.0,95.0,4.0
1.0,14.0,98.0,92.0,2015-11-03T19:30:00,1570583.0,98.0,97.0,4.0
26.0,14.0,91.0,92.0,2015-11-12T19:30:00,1570643.0,95.0,95.0,4.0
13.0,17.0,104.0,98.0,2015-11-06T19:30:00,1570766.0,102.0,101.0,4.0
5.0,4.0,95.0,97.0,2015-10-27T19:00:00,1570441.0,98.0,98.0,4.0
19.0,7.0,85.0,74.0,2015-12-08T19:00:00,1571158.0,99.0,99.0,4.0
19.0,3.0,103.0,94.0,2015-11-03T19:00:00,1570481.0,105.0,103.0,4.0
7.0,25.0,93.0,117.0,2015-11-01T18:00:00,1571669.0,95.0,94.0,4.0
6.0,20.0,92.0,86.0,2015-11-16T19:00:00,1571053.0,102.0,101.0,4.0
27.0,19.0,88.0,87.0,2015-10-28T19:00:00,1571173.0,99.0,99.0,4.0
8.0,13.0,85.0,97.0,2015-11-15T18:30:00,1570831.0,99.0,98.0,4.0
7.0,28.0,106.0,105.0,2015-12-03T19:30:00,1570606.0,93.0,93.0,4.0
5.0,3.0,108.0,114.0,2015-12-04T20:30:00,1570516.0,102.0,102.0,5.0
24.0,22.0,113.0,101.0,2015-11-11T19:30:00,1571534.0,93.0,93.0,4.0
9.0,5312.0,116.0,99.0,2015-12-02T19:00:00,1571417.0,100.0,102.0,4.0
7.0,6.0,81.0,92.0,2015-11-28T19:30:00,1571523.0,92.0,92.0,4.0
5.0,20.0,107.0,100.0,2015-11-02T19:00:00,1570968.0,97.0,95.0,4.0
29.0,12.0,92.0,94.0,2015-11-09T19:30:00,1571076.0,94.0,92.0,4.0
29.0,16.0,114.0,106.0,2015-11-15T14:30:00,1570471.0,95.0,95.0,4.0
9.0,28.0,112.0,109.0,2015-12-05T17:00:00,1570615.0,92.0,93.0,4.0
5312.0,18.0,94.0,102.0,2015-11-17T19:30:00,1571448.0,94.0,93.0,4.0
2.0,25.0,100.0,85.0,2015-11-15T18:00:00,1571688.0,95.0,95.0,4.0
5312.0,6.0,108.0,94.0,2015-11-05T19:30:00,1571467.0,99.0,99.0,4.0
20.0,18.0,87.0,99.0,2015-12-02T19:30:00,1571476.0,106.0,105.0,4.0
13.0,19.0,99.0,101.0,2015-11-11T19:00:00,1571206.0,93.0,92.0,4.0
18.0,28.0,111.0,109.0,2015-11-10T19:30:00,1570552.0,95.0,97.0,4.0
5312.0,24.0,94.0,114.0,2015-11-07T19:30:00,1570499.0,96.0,97.0,4.0
27.0,8.0,97.0,95.0,2015-11-21T19:30:00,1571109.0,91.0,93.0,4.0
21.0,12.0,96.0,102.0,2015-11-02T19:30:00,1571068.0,99.0,98.0,4.0
5312.0,16.0,104.0,95.0,2015-11-10T19:00:00,1570465.0,102.0,101.0,4.0
16.0,14.0,103.0,91.0,2015-11-17T19:30:00,1570653.0,104.0,103.0,4.0
13.0,18.0,95.0,99.0,2015-11-08T15:30:00,1571401.0,95.0,95.0,4.0
12.0,21.0,104.0,118.0,2015-11-12T20:30:00,1571323.0,102.0,103.0,4.0
1.0,16.0,95.0,99.0,2015-11-25T19:00:00,1570479.0,97.0,96.0,4.0
3.0,1.0,98.0,106.0,2015-11-11T20:00:00,1571573.0,97.0,98.0,4.0
7.0,13.0,120.0,109.0,2015-11-03T19:30:00,1570825.0,100.0,101.0,4.0
16.0,7.0,95.0,78.0,2015-10-30T19:00:00,1571052.0,97.0,99.0,4.0
6.0,24.0,83.0,88.0,2015-11-25T19:30:00,1570534.0,92.0,93.0,4.0
29.0,3.0,113.0,104.0,2015-12-01T19:00:00,1570510.0,95.0,94.0,4.0
15.0,17.0,103.0,96.0,2015-11-02T19:30:00,1570748.0,91.0,89.0,4.0
29.0,10.0,102.0,93.0,2015-11-25T19:00:00,1571411.0,98.0,97.0,4.0
17.0,15.0,86.0,94.0,2015-11-07T19:30:00,1570553.0,93.0,93.0,4.0
15.0,27.0,86.0,115.0,2015-11-17T19:00:00,1571337.0,96.0,96.0,4.0
13.0,22.0,96.0,108.0,2015-11-28T19:00:00,1571551.0,92.0,93.0,4.0
26.0,20.0,99.0,71.0,2015-10-30T19:00:00,1570461.0,91.0,91.0,4.0
29.0,23.0,103.0,89.0,2015-11-03T19:00:00,1570727.0,98.0,97.0,4.0
28.0,25.0,103.0,98.0,2015-11-04T19:00:00,1571678.0,98.0,97.0,4.0
28.0,6.0,102.0,91.0,2015-11-03T19:30:00,1571462.0,98.0,97.0,4.0
15.0,19.0,90.0,114.0,2015-11-27T19:00:00,1571241.0,101.0,99.0,4.0
24.0,18.0,94.0,84.0,2015-11-02T19:30:00,1571384.0,92.0,92.0,4.0
25.0,14.0,95.0,97.0,2015-12-03T19:00:00,1570759.0,94.0,94.0,4.0
13.0,8.0,91.0,111.0,2015-12-06T18:00:00,1571161.0,101.0,101.0,4.0
5.0,18.0,90.0,84.0,2015-11-13T19:30:00,1571420.0,92.0,91.0,4.0
22.0,12.0,87.0,102.0,2015-11-30T19:30:00,1571110.0,106.0,105.0,4.0
21.0,22.0,101.0,90.0,2015-10-31T19:00:00,1571495.0,99.0,100.0,4.0
26.0,12.0,102.0,91.0,2015-11-25T19:30:00,1571095.0,91.0,91.0,4.0
22.0,16.0,109.0,103.0,2015-12-05T19:00:00,1570490.0,96.0,96.0,4.0
7.0,24.0,98.0,109.0,2015-11-18T19:30:00,1570518.0,96.0,96.0,4.0
20.0,16.0,95.0,100.0,2015-11-23T19:00:00,1570476.0,96.0,96.0,4.0
17.0,29.0,91.0,101.0,2015-10-31T19:00:00,1570790.0,92.0,91.0,4.0
10.0,8.0,105.0,116.0,2015-11-30T19:30:00,1571130.0,97.0,97.0,4.0
3.0,12.0,90.0,111.0,2015-11-27T19:30:00,1571099.0,103.0,103.0,4.0
10.0,14.0,89.0,109.0,2015-11-01T18:00:00,1570560.0,97.0,96.0,4.0
1.0,17.0,88.0,90.0,2015-11-17T19:30:00,1570776.0,93.0,94.0,4.0
22.0,10.0,103.0,108.0,2015-11-18T19:00:00,1571390.0,109.0,109.0,5.0
25.0,27.0,125.0,101.0,2015-11-10T19:00:00,1571319.0,102.0,102.0,4.0
13.0,20.0,91.0,103.0,2015-12-01T19:00:00,1571066.0,95.0,95.0,4.0
21.0,28.0,107.0,102.0,2015-11-29T18:00:00,1570596.0,95.0,97.0,4.0
28.0,14.0,76.0,96.0,2015-11-08T18:00:00,1570617.0,90.0,91.0,4.0
13.0,27.0,108.0,104.0,2015-12-02T19:00:00,1571369.0,108.0,107.0,4.0
6.0,29.0,96.0,110.0,2015-11-24T19:00:00,1570820.0,104.0,103.0,4.0
28.0,20.0,119.0,103.0,2015-11-11T19:00:00,1571047.0,95.0,95.0,4.0
11.0,12.0,103.0,91.0,2015-12-02T19:30:00,1571115.0,101.0,102.0,4.0
26.0,23.0,106.0,114.0,2015-12-08T19:00:00,1570835.0,94.0,94.0,4.0
29.0,24.0,82.0,92.0,2015-11-21T19:30:00,1570524.0,93.0,93.0,4.0
28.0,26.0,89.0,93.0,2015-11-18T19:00:00,1571169.0,91.0,92.0,4.0
29.0,11.0,112.0,103.0,2015-10-29T19:00:00,1570935.0,96.0,95.0,4.0
29.0,22.0,96.0,115.0,2015-11-05T19:30:00,1571513.0,89.0,88.0,4.0
25.0,29.0,114.0,122.0,2015-11-16T19:00:00,1570808.0,96.0,97.0,4.0
17.0,2.0,95.0,120.0,2015-11-20T19:30:00,1571124.0,102.0,102.0,4.0
13.0,23.0,114.0,132.0,2015-10-30T19:00:00,1570721.0,111.0,111.0,4.0
22.0,16.0,106.0,101.0,2015-11-02T19:00:00,1570459.0,101.0,100.0,4.0
16.0,4.0,102.0,93.0,2015-11-07T17:00:00,1570444.0,109.0,108.0,5.0
24.0,23.0,106.0,88.0,2015-11-09T19:00:00,1570756.0,99.0,99.0,4.0
3.0,6.0,98.0,107.0,2015-11-07T19:30:00,1571485.0,96.0,96.0,4.0
11.0,22.0,111.0,123.0,2015-12-03T19:00:00,1571580.0,96.0,97.0,4.0
11.0,13.0,107.0,103.0,2015-11-29T18:30:00,1570843.0,105.0,107.0,4.0
27.0,14.0,114.0,103.0,2015-12-07T19:30:00,1571751.0,94.0,94.0,4.0
9.0,7.0,118.0,105.0,2015-11-22T18:00:00,1571133.0,105.0,104.0,4.0
16.0,11.0,103.0,107.0,2015-11-13T19:00:00,1570973.0,96.0,96.0,4.0
27.0,15.0,118.0,113.0,2015-10-30T19:00:00,1570544.0,101.0,101.0,4.0
24.0,2.0,95.0,87.0,2015-11-01T15:30:00,1571096.0,103.0,101.0,4.0
23.0,19.0,97.0,91.0,2015-11-21T17:00:00,1571223.0,98.0,97.0,4.0
25.0,4.0,98.0,104.0,2015-11-05T19:00:00,1570443.0,92.0,93.0,4.0
3.0,10.0,101.0,108.0,2015-12-02T19:00:00,1571428.0,102.0,103.0,4.0
26.0,19.0,93.0,102.0,2015-11-13T19:00:00,1571213.0,98.0,99.0,4.0
17.0,9.0,99.0,107.0,2015-11-14T19:30:00,1570546.0,105.0,107.0,5.0
6.0,2.0,106.0,102.0,2015-11-18T19:30:00,1571119.0,99.0,101.0,4.0
16.0,1.0,117.0,107.0,2015-11-09T20:00:00,1571566.0,99.0,98.0,4.0
14.0,16.0,96.0,84.0,2015-11-05T19:00:00,1570462.0,98.0,97.0,4.0
26.0,5.0,114.0,118.0,2015-11-10T19:00:00,1570527.0,97.0,98.0,4.0
23.0,14.0,109.0,116.0,2015-11-19T19:30:00,1570665.0,97.0,98.0,4.0
18.0,10.0,107.0,102.0,2015-11-21T19:00:00,1571398.0,86.0,87.0,4.0
14.0,5.0,92.0,102.0,2015-10-30T19:00:00,1570488.0,92.0,92.0,4.0
24.0,27.0,99.0,102.0,2015-11-04T19:00:00,1571311.0,99.0,100.0,4.0
5.0,14.0,84.0,99.0,2015-12-05T20:00:00,1570771.0,92.0,93.0,4.0
1.0,2.0,93.0,106.0,2015-11-13T19:30:00,1571113.0,95.0,96.0,4.0
2.0,1.0,97.0,121.0,2015-11-24T20:00:00,1571598.0,98.0,100.0,4.0
26.0,8.0,87.0,92.0,2015-10-28T19:30:00,1571054.0,91.0,93.0,4.0
24.0,29.0,103.0,83.0,2015-12-03T20:30:00,1570838.0,93.0,95.0,4.0
10.0,18.0,116.0,111.0,2015-11-29T19:30:00,1571471.0,101.0,100.0,5.0
2.0,11.0,98.0,100.0,2015-11-04T19:00:00,1570953.0,95.0,97.0,4.0
13.0,21.0,101.0,120.0,2015-11-16T19:00:00,1571329.0,98.0,97.0,4.0
19.0,27.0,99.0,108.0,2015-11-14T19:00:00,1571325.0,100.0,102.0,4.0
10.0,23.0,116.0,110.0,2015-11-06T19:30:00,1570745.0,106.0,104.0,4.0
6.0,3.0,105.0,120.0,2015-11-10T19:00:00,1570489.0,102.0,102.0,4.0
13.0,9.0,77.0,111.0,2015-11-24T19:30:00,1570569.0,94.0,95.0,4.0
18.0,14.0,78.0,95.0,2015-11-23T19:30:00,1570726.0,91.0,91.0,4.0
22.0,13.0,107.0,93.0,2015-11-22T18:30:00,1570839.0,95.0,95.0,4.0
29.0,26.0,79.0,89.0,2015-11-07T19:00:00,1571163.0,95.0,93.0,4.0
29.0,9.0,69.0,119.0,2015-11-02T19:30:00,1570512.0,100.0,101.0,4.0
6.0,23.0,98.0,112.0,2015-11-30T19:00:00,1570819.0,102.0,102.0,4.0
8.0,21.0,100.0,92.0,2015-11-06T19:30:00,1571289.0,101.0,100.0,4.0
8.0,5312.0,84.0,104.0,2015-12-07T19:00:00,1571426.0,99.0,98.0,4.0
8.0,15.0,88.0,109.0,2015-11-23T19:00:00,1570571.0,91.0,92.0,4.0
2.0,14.0,105.0,95.0,2015-11-30T19:30:00,1570739.0,95.0,94.0,4.0
22.0,29.0,100.0,101.0,2015-11-13T19:00:00,1570803.0,94.0,93.0,4.0
13.0,14.0,88.0,101.0,2015-11-10T19:30:00,1570636.0,94.0,94.0,4.0
8.0,1.0,106.0,94.0,2015-10-27T20:00:00,1571538.0,99.0,97.0,4.0
8.0,12.0,96.0,101.0,2015-11-14T12:30:00,1571080.0,95.0,94.0,4.0
6.0,22.0,115.0,112.0,2015-12-01T19:00:00,1571578.0,106.0,105.0,5.0
6.0,18.0,104.0,97.0,2015-12-07T19:30:00,1571508.0,94.0,94.0,4.0
19.0,4.0,87.0,92.0,2015-11-01T18:00:00,1570442.0,99.0,98.0,4.0
13.0,1.0,87.0,100.0,2015-12-04T20:00:00,1571621.0,92.0,92.0,4.0
21.0,24.0,84.0,98.0,2015-11-23T19:30:00,1570529.0,95.0,96.0,4.0
8.0,22.0,120.0,103.0,2015-11-08T18:00:00,1571519.0,99.0,98.0,4.0
5.0,5312.0,95.0,90.0,2015-11-27T19:00:00,1571399.0,95.0,95.0,4.0
28.0,2.0,113.0,103.0,2015-10-30T19:30:00,1571089.0,109.0,108.0,4.0
1.0,5312.0,94.0,92.0,2015-11-01T14:00:00,1571342.0,95.0,96.0,4.0
23.0,15.0,129.0,118.0,2015-11-25T19:00:00,1570575.0,97.0,97.0,4.0
