off,def,startTime,endTime,endText,dur,points,actionPlayer,turnover,oRebs,blks,assist,steal,startState,endState,fastBreak,qtr,dFouls,defTeamPts,shots,gameId
21.0,23.0,562.0,546.0,Markieff Morris makes a jump shot from 19 feet out. Eric Bledsoe with the assist.,16.0,2.0,-1.0,False,0.0,0.0,8585.0,False,1.0,2.0,False,1.0,1.0,0.0,[33607],1571285.0
23.0,21.0,546.0,534.0,Tyson Chandler with a defensive rebound.,12.0,1.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,1.0,0.0,[],1571285.0
21.0,23.0,534.0,510.0,Rudy Gay with a defensive rebound.,24.0,0.0,-1.0,False,0.0,1.0,-1.0,False,1.0,1.0,False,1.0,0.0,0.0,[33607],1571285.0
23.0,21.0,510.0,507.0,James Anderson makes free throw 1 of 1.,3.0,3.0,-1.0,False,0.0,0.0,-1.0,False,1.0,6.0,True,1.0,1.0,0.0,[33607],1571285.0
21.0,23.0,507.0,491.0,Willie Cauley-Stein with a defensive rebound.,16.0,0.0,-1.0,False,0.0,0.0,-1.0,False,6.0,1.0,False,1.0,0.0,0.0,[33607],1571285.0
23.0,21.0,491.0,467.0,Tyson Chandler with a defensive rebound.,24.0,0.0,-1.0,False,1.0,0.0,-1.0,False,1.0,1.0,False,1.0,0.0,0.0,"[33607, 33607]",1571285.0
21.0,23.0,467.0,460.0,T.J. Warren makes a 3-point jump shot from 23 feet out. Markieff Morris with the assist.,7.0,3.0,-1.0,False,0.0,0.0,8585.0,False,1.0,3.0,False,1.0,0.0,0.0,[33607],1571285.0
23.0,21.0,460.0,440.0,Rudy Gay makes a fade away from 10 feet out.,20.0,2.0,-1.0,False,0.0,0.0,-1.0,False,3.0,2.0,False,1.0,0.0,0.0,[33607],1571285.0
21.0,23.0,440.0,423.0,Markieff Morris makes a cutting dunk. Eric Bledsoe with the assist.,17.0,2.0,-1.0,False,0.0,0.0,8585.0,False,2.0,2.0,False,1.0,0.0,0.0,[33607],1571285.0
23.0,21.0,423.0,399.0,Eric Bledsoe with a defensive rebound.,24.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,0.0,0.0,[33607],1571285.0
21.0,23.0,399.0,393.0,Eric Bledsoe makes a 3-point running pull-up jump shot from 25 feet out.,6.0,3.0,-1.0,False,0.0,0.0,-1.0,False,1.0,3.0,True,1.0,0.0,0.0,[33607],1571285.0
23.0,21.0,393.0,368.0,Markieff Morris with a defensive rebound.,25.0,0.0,-1.0,False,0.0,1.0,-1.0,False,3.0,1.0,False,1.0,0.0,0.0,[33607],1571285.0
21.0,23.0,368.0,362.0,Tyson Chandler makes free throw 2 of 2.,6.0,1.0,-1.0,False,0.0,0.0,-1.0,False,1.0,7.0,True,1.0,1.0,0.0,[],1571285.0
23.0,21.0,362.0,349.0,Rajon Rondo makes a jump shot from 18 feet out. Marco Belinelli with the assist.,13.0,2.0,-1.0,False,0.0,0.0,8585.0,False,7.0,2.0,False,1.0,0.0,0.0,[33607],1571285.0
21.0,23.0,349.0,337.0,Kosta Koufos with a defensive rebound.,12.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,0.0,0.0,[33607],1571285.0
23.0,21.0,337.0,334.0,Kosta Koufos makes a cutting layup from 1 foot out. Rudy Gay with the assist.,3.0,2.0,-1.0,False,0.0,0.0,8585.0,False,1.0,2.0,True,1.0,0.0,0.0,[33607],1571285.0
21.0,23.0,334.0,304.0,T.J. Warren makes a jump shot from 14 feet out. Markieff Morris with the assist.,30.0,2.0,-1.0,False,1.0,0.0,8585.0,False,2.0,2.0,False,1.0,0.0,0.0,"[33607, 33607]",1571285.0
23.0,21.0,304.0,283.0,Eric Bledsoe with a defensive rebound.,21.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,0.0,0.0,[33607],1571285.0
21.0,23.0,283.0,273.0,Rudy Gay with a defensive rebound.,10.0,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,1.0,0.0,0.0,[33607],1571285.0
23.0,21.0,273.0,265.0,Tyson Chandler with a defensive rebound.,8.0,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,True,1.0,0.0,0.0,[33607],1571285.0
21.0,23.0,265.0,249.0,Rajon Rondo with a defensive rebound.,16.0,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,1.0,0.0,0.0,[33607],1571285.0
23.0,21.0,249.0,241.0,Kosta Koufos makes a tip layup.,8.0,2.0,-1.0,False,1.0,0.0,-1.0,False,1.0,2.0,True,1.0,0.0,0.0,"[33607, 33607]",1571285.0
21.0,23.0,241.0,210.0,Eric Bledsoe makes a jump shot from 19 feet out.,31.0,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,2.0,False,1.0,1.0,0.0,[33607],1571285.0
23.0,21.0,210.0,191.0,Eric Bledsoe steals the ball from Kosta Koufos.,19.0,0.0,-1.0,True,0.0,0.0,-1.0,True,2.0,5.0,False,1.0,0.0,0.0,[],1571285.0
21.0,23.0,191.0,191.0,Eric Bledsoe with a turnover - Lost Ball Out of Bounds,0.0,0.0,-1.0,True,0.0,0.0,-1.0,False,5.0,4.0,False,1.0,0.0,0.0,[],1571285.0
23.0,21.0,191.0,174.0,Markieff Morris with a defensive rebound.,17.0,0.0,-1.0,False,0.0,1.0,-1.0,False,4.0,1.0,False,1.0,0.0,0.0,[33607],1571285.0
21.0,23.0,174.0,156.0,T.J. Warren makes a jump shot from 19 feet out. Markieff Morris with the assist.,18.0,2.0,-1.0,False,1.0,1.0,8585.0,False,1.0,2.0,False,1.0,0.0,0.0,"[33607, 33607]",1571285.0
23.0,21.0,156.0,139.0,T.J. Warren with a defensive rebound.,17.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,1.0,0.0,[],1571285.0
21.0,23.0,139.0,115.0,Suns with a turnover: Shot Clock Turnover,24.0,0.0,-1.0,True,0.0,0.0,-1.0,False,1.0,4.0,False,1.0,0.0,0.0,[],1571285.0
23.0,21.0,115.0,107.0,Suns with a defensive rebound.,8.0,0.0,-1.0,False,0.0,0.0,-1.0,False,4.0,1.0,False,1.0,0.0,0.0,[33607],1571285.0
21.0,23.0,107.0,92.0,Alex Len with a turnover - 3 Second,15.0,0.0,-1.0,True,0.0,0.0,-1.0,False,1.0,4.0,False,1.0,0.0,0.0,[],1571285.0
23.0,21.0,92.0,86.0,Eric Bledsoe steals the ball from Omri Casspi.,6.0,0.0,-1.0,True,0.0,0.0,-1.0,True,4.0,5.0,False,1.0,0.0,0.0,[],1571285.0
21.0,23.0,86.0,76.0,Alex Len makes a tip dunk.,10.0,2.0,-1.0,False,1.0,0.0,-1.0,False,5.0,2.0,False,1.0,0.0,0.0,"[33607, 33607]",1571285.0
23.0,21.0,76.0,65.0,Marco Belinelli makes a jump shot from 8 feet out. Rajon Rondo with the assist.,11.0,2.0,-1.0,False,0.0,0.0,8585.0,False,2.0,2.0,False,1.0,0.0,0.0,[33607],1571285.0
21.0,23.0,65.0,59.7,Sonny Weems makes a layup from 2 feet out. Eric Bledsoe with the assist.,5.3,2.0,-1.0,False,0.0,0.0,8585.0,False,2.0,2.0,True,1.0,0.0,0.0,[33607],1571285.0
23.0,21.0,59.7,49.1,Rajon Rondo makes a step back jump shot from 21 feet out.,10.6,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,2.0,False,1.0,0.0,0.0,[33607],1571285.0
21.0,23.0,49.1,36.5,Rajon Rondo with a defensive rebound.,12.6,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,0.0,0.0,[33607],1571285.0
23.0,21.0,36.5,16.7,T.J. Warren with a defensive rebound.,19.8,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,1.0,0.0,0.0,[33607],1571285.0
21.0,23.0,16.7,0.0,End of the 1st Quarter,16.7,0.0,-1.0,False,1.0,0.0,-1.0,False,1.0,9.0,False,1.0,0.0,0.0,[33607],1571285.0
23.0,21.0,720.0,700.0,Alex Len with a defensive rebound.,20.0,0.0,-1.0,False,0.0,0.0,-1.0,False,9.0,1.0,False,2.0,1.0,0.0,[],1571285.0
21.0,23.0,700.0,677.0,Jon Leuer makes a turnaround hook shot from 11 feet out.,23.0,2.0,-1.0,False,0.0,0.0,-1.0,False,1.0,2.0,False,2.0,0.0,0.0,[33607],1571285.0
23.0,21.0,677.0,662.0,Omri Casspi makes free throw 2 of 2.,15.0,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,7.0,False,2.0,1.0,0.0,[],1571285.0
21.0,23.0,662.0,628.0,Alex Len is charged with a turnover due to a foul.,34.0,0.0,-1.0,True,1.0,0.0,-1.0,False,7.0,4.0,False,2.0,0.0,0.0,[33607],1571285.0
23.0,21.0,628.0,611.0,T.J. Warren with a defensive rebound.,17.0,0.0,-1.0,False,0.0,0.0,-1.0,False,4.0,1.0,False,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,611.0,606.0,Omri Casspi steals the ball from T.J. Warren.,5.0,0.0,-1.0,True,0.0,0.0,-1.0,True,1.0,5.0,False,2.0,0.0,0.0,[],1571285.0
23.0,21.0,606.0,602.0,Marco Belinelli makes free throw 1 of 1.,4.0,3.0,-1.0,False,0.0,0.0,8585.0,False,5.0,6.0,True,2.0,1.0,0.0,[33607],1571285.0
21.0,23.0,602.0,589.0,Caron Butler steals the ball from Sonny Weems.,13.0,0.0,-1.0,True,0.0,0.0,-1.0,True,6.0,5.0,False,2.0,0.0,0.0,[],1571285.0
23.0,21.0,589.0,587.0,Ronnie Price steals the ball from Darren Collison.,2.0,0.0,-1.0,True,0.0,0.0,-1.0,True,5.0,5.0,False,2.0,0.0,0.0,[],1571285.0
21.0,23.0,587.0,582.0,T.J. Warren makes a layup. Sonny Weems with the assist.,5.0,2.0,-1.0,False,0.0,0.0,8585.0,False,5.0,2.0,False,2.0,0.0,0.0,[33607],1571285.0
23.0,21.0,582.0,568.0,Sonny Weems with a defensive rebound.,14.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,568.0,561.0,Sonny Weems makes free throw 2 of 2.,7.0,2.0,-1.0,False,0.0,0.0,-1.0,False,1.0,7.0,False,2.0,1.0,0.0,[],1571285.0
23.0,21.0,561.0,543.0,Sonny Weems with a defensive rebound.,18.0,0.0,-1.0,False,0.0,0.0,-1.0,False,7.0,1.0,False,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,543.0,531.0,Alex Len is charged with a turnover due to a foul.,12.0,0.0,-1.0,True,0.0,0.0,-1.0,False,1.0,4.0,False,2.0,0.0,0.0,[],1571285.0
23.0,21.0,531.0,515.0,Jon Leuer with a defensive rebound.,16.0,0.0,-1.0,False,0.0,0.0,-1.0,False,4.0,1.0,False,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,515.0,490.0,Willie Cauley-Stein with a defensive rebound.,25.0,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,2.0,0.0,0.0,[33607],1571285.0
23.0,21.0,490.0,475.0,Jon Leuer with a defensive rebound.,15.0,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,475.0,470.0,Ronnie Price with a turnover - Out of Bounds - Bad Pass,5.0,0.0,-1.0,True,0.0,0.0,-1.0,False,1.0,4.0,False,2.0,0.0,0.0,[],1571285.0
23.0,21.0,470.0,459.0,Darren Collison makes a jump shot from 17 feet out.,11.0,2.0,-1.0,False,0.0,0.0,-1.0,False,4.0,2.0,False,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,459.0,448.0,Devin Booker makes a 3-point jump shot from 25 feet out.,11.0,3.0,-1.0,False,0.0,0.0,-1.0,False,2.0,3.0,False,2.0,0.0,0.0,[33607],1571285.0
23.0,21.0,448.0,426.0,Ronnie Price steals the ball from Rudy Gay.,22.0,0.0,-1.0,True,0.0,0.0,-1.0,True,3.0,5.0,False,2.0,0.0,0.0,[],1571285.0
21.0,23.0,426.0,414.0,Darren Collison with a defensive rebound.,12.0,0.0,-1.0,False,0.0,0.0,-1.0,False,5.0,1.0,False,2.0,1.0,0.0,[33607],1571285.0
23.0,21.0,414.0,409.0,Darren Collison makes a running layup from 2 feet out. James Anderson with the assist.,5.0,2.0,-1.0,False,0.0,0.0,8585.0,False,1.0,2.0,True,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,409.0,394.0,Marco Belinelli with a defensive rebound.,15.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,2.0,0.0,0.0,[33607],1571285.0
23.0,21.0,394.0,375.0,Marco Belinelli makes a driving layup.,19.0,2.0,-1.0,False,0.0,0.0,-1.0,False,1.0,2.0,False,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,375.0,341.0,Suns with a turnover: Shot Clock Turnover,34.0,0.0,-1.0,True,0.0,0.0,-1.0,False,2.0,4.0,False,2.0,1.0,0.0,[],1571285.0
23.0,21.0,341.0,329.0,Darren Collison makes free throw 2 of 2.,12.0,1.0,-1.0,False,0.0,0.0,-1.0,False,4.0,7.0,False,2.0,1.0,0.0,[],1571285.0
21.0,23.0,329.0,316.0,Willie Cauley-Stein with a defensive rebound.,13.0,0.0,-1.0,False,0.0,0.0,-1.0,False,7.0,1.0,False,2.0,0.0,0.0,[33607],1571285.0
23.0,21.0,316.0,305.0,Markieff Morris with a defensive rebound.,11.0,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,305.0,302.0,Brandon Knight with a turnover - Lost Ball Out of Bounds,3.0,0.0,-1.0,True,0.0,0.0,-1.0,False,1.0,4.0,False,2.0,0.0,0.0,[],1571285.0
23.0,21.0,302.0,290.0,Brandon Knight steals the ball from Darren Collison.,12.0,0.0,-1.0,True,0.0,0.0,-1.0,True,4.0,5.0,False,2.0,0.0,0.0,[],1571285.0
21.0,23.0,290.0,258.0,Markieff Morris makes a layup from 3 feet out. Brandon Knight with the assist.,32.0,2.0,-1.0,False,1.0,0.0,8585.0,False,5.0,2.0,False,2.0,1.0,0.0,"[33607, 33607]",1571285.0
23.0,21.0,258.0,232.0,Rudy Gay makes a layup from 2 feet out.,26.0,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,2.0,False,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,232.0,214.0,Rudy Gay steals the ball from P.J. Tucker.,18.0,0.0,-1.0,True,1.0,1.0,-1.0,True,2.0,5.0,False,2.0,0.0,0.0,[33607],1571285.0
23.0,21.0,214.0,208.0,Brandon Knight with a defensive rebound.,6.0,0.0,-1.0,False,1.0,0.0,-1.0,False,5.0,1.0,True,2.0,0.0,0.0,"[33607, 33607]",1571285.0
21.0,23.0,208.0,201.0,Kosta Koufos with a defensive rebound.,7.0,0.0,-1.0,False,0.0,1.0,-1.0,False,1.0,1.0,True,2.0,0.0,0.0,[33607],1571285.0
23.0,21.0,201.0,189.0,Kosta Koufos makes a cutting finger roll layup from 2 feet out. Rajon Rondo with the assist.,12.0,2.0,-1.0,False,0.0,0.0,8585.0,False,1.0,2.0,False,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,189.0,174.0,Markieff Morris makes free throw 2 of 2.,15.0,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,7.0,False,2.0,1.0,0.0,[],1571285.0
23.0,21.0,174.0,154.0,Kosta Koufos makes a hook shot from 5 feet out. Rajon Rondo with the assist.,20.0,2.0,-1.0,False,0.0,0.0,8585.0,False,7.0,2.0,False,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,154.0,136.0,Rudy Gay with a defensive rebound.,18.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,2.0,0.0,0.0,[33607],1571285.0
23.0,21.0,136.0,98.0,Tyson Chandler with a defensive rebound.,38.0,0.0,-1.0,False,1.0,0.0,-1.0,False,1.0,1.0,False,2.0,0.0,0.0,"[33607, 33607]",1571285.0
21.0,23.0,98.0,94.0,Eric Bledsoe makes a jump shot from 17 feet out.,4.0,2.0,-1.0,False,0.0,0.0,-1.0,False,1.0,2.0,True,2.0,0.0,0.0,[33607],1571285.0
23.0,21.0,94.0,72.0,Ben McLemore makes a driving layup from 1 foot out.,22.0,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,2.0,False,2.0,0.0,0.0,[33607],1571285.0
21.0,23.0,72.0,58.8,Tyson Chandler makes free throw 2 of 2.,13.2,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,7.0,False,2.0,1.0,0.0,[],1571285.0
23.0,21.0,58.8,40.9,Kosta Koufos makes a hook shot from 11 feet out. Ben McLemore with the assist.,17.9,2.0,-1.0,False,1.0,0.0,8585.0,False,7.0,2.0,False,2.0,0.0,0.0,"[33607, 33607]",1571285.0
21.0,23.0,40.9,28.9,Eric Bledsoe makes free throw 2 of 2.,12.0,1.0,-1.0,False,0.0,0.0,-1.0,False,2.0,7.0,False,2.0,1.0,0.0,[],1571285.0
23.0,21.0,28.9,4.9,Kings with a turnover: Shot Clock Turnover,24.0,0.0,-1.0,True,2.0,0.0,-1.0,False,7.0,4.0,False,2.0,0.0,0.0,"[33607, 33607]",1571285.0
21.0,23.0,4.9,0.1,P.J. Tucker makes a 3-point jump shot from 24 feet out. Brandon Knight with the assist.,4.8,3.0,-1.0,False,0.0,0.0,8585.0,False,4.0,3.0,False,2.0,0.0,0.0,[33607],1571285.0
23.0,21.0,0.1,0.0,End of the 2nd Quarter,0.1,0.0,-1.0,False,0.0,0.0,-1.0,False,3.0,9.0,False,2.0,0.0,0.0,[],1571285.0
23.0,21.0,720.0,695.0,Kings with a turnover: Shot Clock Turnover,25.0,0.0,-1.0,True,0.0,0.0,-1.0,False,9.0,4.0,False,3.0,0.0,0.0,[],1571285.0
21.0,23.0,695.0,685.0,James Anderson steals the ball from Brandon Knight.,10.0,0.0,-1.0,True,0.0,0.0,-1.0,True,4.0,5.0,False,3.0,0.0,0.0,[],1571285.0
23.0,21.0,685.0,679.0,Tyson Chandler steals the ball from Darren Collison.,6.0,0.0,-1.0,True,0.0,0.0,-1.0,True,5.0,5.0,False,3.0,0.0,0.0,[],1571285.0
21.0,23.0,679.0,667.0,Markieff Morris makes a driving dunk. Eric Bledsoe with the assist.,12.0,2.0,-1.0,False,0.0,0.0,8585.0,False,5.0,2.0,False,3.0,0.0,0.0,[33607],1571285.0
23.0,21.0,667.0,641.0,Eric Bledsoe steals the ball from Darren Collison.,26.0,0.0,-1.0,True,0.0,0.0,-1.0,True,2.0,5.0,False,3.0,0.0,0.0,[],1571285.0
21.0,23.0,641.0,627.0,Rajon Rondo steals the ball from Eric Bledsoe.,14.0,0.0,-1.0,True,0.0,0.0,-1.0,True,5.0,5.0,False,3.0,0.0,0.0,[],1571285.0
23.0,21.0,627.0,613.0,Rudy Gay makes a jump shot from 16 feet out. James Anderson with the assist.,14.0,2.0,-1.0,False,1.0,1.0,8585.0,False,5.0,2.0,True,3.0,0.0,0.0,"[33607, 33607]",1571285.0
21.0,23.0,613.0,589.0,Rudy Gay with a defensive rebound.,24.0,0.0,-1.0,False,1.0,0.0,-1.0,False,2.0,1.0,False,3.0,0.0,0.0,"[33607, 33607]",1571285.0
23.0,21.0,589.0,582.0,James Anderson makes a 3-point jump shot from 24 feet out. Darren Collison with the assist.,7.0,3.0,-1.0,False,0.0,0.0,8585.0,False,1.0,3.0,False,3.0,0.0,0.0,[33607],1571285.0
21.0,23.0,582.0,566.0,Brandon Knight makes a jump shot from 21 feet out.,16.0,2.0,-1.0,False,0.0,0.0,-1.0,False,3.0,2.0,False,3.0,0.0,0.0,[33607],1571285.0
23.0,21.0,566.0,546.0,James Anderson makes a 3-point jump shot from 27 feet out. Rudy Gay with the assist.,20.0,3.0,-1.0,False,0.0,0.0,8585.0,False,2.0,3.0,False,3.0,0.0,0.0,[33607],1571285.0
21.0,23.0,546.0,515.0,Rajon Rondo with a defensive rebound.,31.0,0.0,-1.0,False,0.0,0.0,-1.0,False,3.0,1.0,False,3.0,2.0,0.0,[33607],1571285.0
23.0,21.0,515.0,513.0,Rudy Gay makes a running reverse dunk. Rajon Rondo with the assist.,2.0,2.0,-1.0,False,0.0,0.0,8585.0,False,1.0,2.0,True,3.0,0.0,0.0,[33607],1571285.0
21.0,23.0,513.0,506.0,Tyson Chandler makes free throw 2 of 2.,7.0,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,7.0,False,3.0,1.0,0.0,[],1571285.0
23.0,21.0,506.0,484.0,James Anderson makes a 3-point step back jump shot from 25 feet out.,22.0,3.0,-1.0,False,0.0,0.0,-1.0,False,7.0,3.0,False,3.0,0.0,0.0,[33607],1571285.0
21.0,23.0,484.0,468.0,James Anderson steals the ball from Eric Bledsoe.,16.0,0.0,-1.0,True,0.0,0.0,-1.0,True,3.0,5.0,False,3.0,0.0,0.0,[],1571285.0
23.0,21.0,468.0,463.0,Darren Collison makes a running layup from 1 foot out. Rajon Rondo with the assist.,5.0,2.0,-1.0,False,0.0,0.0,8585.0,False,5.0,2.0,True,3.0,0.0,0.0,[33607],1571285.0
21.0,23.0,463.0,442.0,Brandon Knight makes a 3-point jump shot from 25 feet out. P.J. Tucker with the assist.,21.0,3.0,-1.0,False,0.0,0.0,8585.0,False,2.0,3.0,False,3.0,0.0,0.0,[33607],1571285.0
23.0,21.0,442.0,416.0,Eric Bledsoe with a defensive rebound.,26.0,0.0,-1.0,False,0.0,0.0,-1.0,False,3.0,1.0,False,3.0,0.0,0.0,[33607],1571285.0
21.0,23.0,416.0,411.0,Kosta Koufos steals the ball from Eric Bledsoe.,5.0,0.0,-1.0,True,0.0,0.0,-1.0,True,1.0,5.0,False,3.0,0.0,0.0,[],1571285.0
23.0,21.0,411.0,404.0,Eric Bledsoe with a defensive rebound.,7.0,0.0,-1.0,False,0.0,0.0,-1.0,False,5.0,1.0,True,3.0,0.0,0.0,[33607],1571285.0
21.0,23.0,404.0,383.0,Kings with a defensive rebound.,21.0,1.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,3.0,2.0,0.0,[33607],1571285.0
23.0,21.0,383.0,373.0,James Anderson with a turnover - Traveling,10.0,0.0,-1.0,True,0.0,0.0,-1.0,False,1.0,4.0,False,3.0,0.0,0.0,[],1571285.0
21.0,23.0,373.0,354.0,P.J. Tucker makes a 3-point jump shot from 25 feet out. Brandon Knight with the assist.,19.0,3.0,-1.0,False,0.0,0.0,8585.0,False,4.0,3.0,False,3.0,0.0,0.0,[33607],1571285.0
23.0,21.0,354.0,331.0,Suns with a defensive rebound.,23.0,0.0,-1.0,False,0.0,0.0,-1.0,False,3.0,1.0,False,3.0,0.0,0.0,[33607],1571285.0
21.0,23.0,331.0,316.0,Brandon Knight makes a pull up jump shot from 18 feet out.,15.0,2.0,-1.0,False,0.0,0.0,-1.0,False,1.0,2.0,False,3.0,0.0,0.0,[33607],1571285.0
23.0,21.0,316.0,311.0,Rajon Rondo with a turnover - Out of Bounds - Bad Pass,5.0,0.0,-1.0,True,0.0,0.0,-1.0,False,2.0,4.0,False,3.0,0.0,0.0,[],1571285.0
21.0,23.0,311.0,295.0,Brandon Knight makes a layup.,16.0,2.0,-1.0,False,1.0,0.0,-1.0,False,4.0,2.0,False,3.0,0.0,0.0,"[33607, 33607]",1571285.0
23.0,21.0,295.0,276.0,Kosta Koufos makes a hook shot from 10 feet out. Omri Casspi with the assist.,19.0,2.0,-1.0,False,0.0,0.0,8585.0,False,2.0,2.0,False,3.0,0.0,0.0,[33607],1571285.0
21.0,23.0,276.0,254.0,P.J. Tucker makes a 3-point jump shot from 23 feet out. Eric Bledsoe with the assist.,22.0,3.0,-1.0,False,0.0,0.0,8585.0,False,2.0,3.0,False,3.0,0.0,0.0,[33607],1571285.0
23.0,21.0,254.0,241.0,Eric Bledsoe with a defensive rebound.,13.0,0.0,-1.0,False,0.0,0.0,-1.0,False,3.0,1.0,False,3.0,0.0,0.0,[33607],1571285.0
21.0,23.0,241.0,234.0,Omri Casspi with a defensive rebound.,7.0,2.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,True,3.0,1.0,0.0,[33607],1571285.0
23.0,21.0,234.0,223.0,Omri Casspi makes a 3-point step back jump shot from 25 feet out.,11.0,3.0,-1.0,False,0.0,0.0,-1.0,False,1.0,3.0,False,3.0,0.0,0.0,[33607],1571285.0
21.0,23.0,223.0,211.0,Omri Casspi with a defensive rebound.,12.0,0.0,-1.0,False,0.0,0.0,-1.0,False,3.0,1.0,False,3.0,0.0,0.0,[33607],1571285.0
23.0,21.0,211.0,203.0,Ben McLemore makes a bank shot from 5 feet out. Darren Collison with the assist.,8.0,2.0,-1.0,False,0.0,0.0,8585.0,False,1.0,2.0,False,3.0,0.0,0.0,[33607],1571285.0
21.0,23.0,203.0,191.0,Ben McLemore with a defensive rebound.,12.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,3.0,0.0,0.0,[33607],1571285.0
23.0,21.0,191.0,188.0,P.J. Tucker steals the ball from Ben McLemore.,3.0,0.0,-1.0,True,0.0,0.0,-1.0,True,1.0,5.0,False,3.0,0.0,0.0,[],1571285.0
21.0,23.0,188.0,183.0,Eric Bledsoe makes a pull up jump shot from 18 feet out.,5.0,2.0,-1.0,False,0.0,0.0,-1.0,False,5.0,2.0,True,3.0,0.0,0.0,[33607],1571285.0
