off,def,startTime,endTime,endText,dur,points,actionPlayer,turnover,oRebs,blks,assist,steal,startState,endState,fastBreak,qtr,dFouls,defTeamPts,shots,gameId
17.0,21.0,438.0,419.0,Shane Larkin makes a pull up jump shot from 20 feet out.,19.0,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,2.0,False,4.0,0.0,0.0,[38434],1570794.0
21.0,17.0,419.0,391.0,Wayne Ellington steals the ball from Eric Bledsoe.,28.0,0.0,-1.0,True,0.0,0.0,-1.0,True,2.0,5.0,False,4.0,0.0,0.0,[],1570794.0
17.0,21.0,391.0,377.0,Suns with a defensive rebound.,14.0,0.0,-1.0,False,0.0,0.0,-1.0,False,5.0,1.0,False,4.0,0.0,0.0,[38434],1570794.0
21.0,17.0,377.0,369.0,Alex Len is charged with a turnover due to a foul.,8.0,0.0,-1.0,True,0.0,0.0,-1.0,False,1.0,4.0,False,4.0,0.0,0.0,[],1570794.0
17.0,21.0,369.0,351.0,Thaddeus Young makes an alley oop layup from 1 foot out. Shane Larkin with the assist.,18.0,2.0,-1.0,False,0.0,0.0,9870.0,False,4.0,2.0,False,4.0,0.0,0.0,[38434],1570794.0
21.0,17.0,351.0,332.0,Nets with a defensive rebound.,19.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,4.0,0.0,0.0,[38434],1570794.0
17.0,21.0,332.0,317.0,Shane Larkin makes a pull up bank jump shot from 11 feet out. Brook Lopez with the assist.,15.0,2.0,-1.0,False,0.0,0.0,9870.0,False,1.0,2.0,False,4.0,0.0,0.0,[38434],1570794.0
21.0,17.0,317.0,292.0,Eric Bledsoe makes free throw 2 of 2.,25.0,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,7.0,False,4.0,2.0,0.0,[],1570794.0
17.0,21.0,292.0,275.0,Thaddeus Young makes free throw 2 of 2.,17.0,1.0,-1.0,False,0.0,0.0,-1.0,False,7.0,7.0,False,4.0,1.0,0.0,[],1570794.0
21.0,17.0,275.0,256.0,Thaddeus Young with a defensive rebound.,19.0,0.0,-1.0,False,0.0,0.0,-1.0,False,7.0,1.0,False,4.0,0.0,0.0,[38434],1570794.0
17.0,21.0,256.0,248.0,Shane Larkin makes a driving layup from 2 feet out.,8.0,2.0,-1.0,False,0.0,0.0,-1.0,False,1.0,2.0,False,4.0,0.0,0.0,[38434],1570794.0
21.0,17.0,248.0,222.0,Wayne Ellington steals the ball from Brandon Knight.,26.0,0.0,-1.0,True,0.0,0.0,-1.0,True,2.0,5.0,False,4.0,0.0,0.0,[],1570794.0
17.0,21.0,222.0,219.0,Wayne Ellington makes a running layup from 2 feet out.,3.0,2.0,-1.0,False,0.0,0.0,-1.0,False,5.0,2.0,True,4.0,0.0,0.0,[38434],1570794.0
21.0,17.0,219.0,194.0,Shane Larkin with a defensive rebound.,25.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,4.0,0.0,0.0,[38434],1570794.0
17.0,21.0,194.0,173.0,P.J. Tucker with a defensive rebound.,21.0,1.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,4.0,1.0,0.0,[],1570794.0
21.0,17.0,173.0,147.0,Brandon Knight makes free throw 2 of 2.,26.0,2.0,-1.0,False,0.0,0.0,-1.0,False,1.0,7.0,False,4.0,2.0,0.0,[],1570794.0
17.0,21.0,147.0,122.0,Alex Len with a defensive rebound.,25.0,0.0,-1.0,False,0.0,0.0,-1.0,False,7.0,1.0,False,4.0,0.0,0.0,[38434],1570794.0
21.0,17.0,122.0,112.0,Markieff Morris is charged with a turnover due to a foul.,10.0,0.0,-1.0,True,0.0,0.0,-1.0,False,1.0,4.0,False,4.0,0.0,0.0,[],1570794.0
17.0,21.0,112.0,98.0,Joe Johnson makes a pull up jump shot from 16 feet out.,14.0,2.0,-1.0,False,0.0,0.0,-1.0,False,4.0,2.0,False,4.0,0.0,0.0,[38434],1570794.0
21.0,17.0,98.0,83.0,Eric Bledsoe makes a pull up jump shot from 18 feet out.,15.0,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,2.0,False,4.0,0.0,0.0,[38434],1570794.0
17.0,21.0,83.0,63.0,Thaddeus Young makes a jump shot from 16 feet out. Shane Larkin with the assist.,20.0,2.0,-1.0,False,0.0,0.0,9870.0,False,2.0,2.0,False,4.0,0.0,0.0,[38434],1570794.0
21.0,17.0,63.0,59.4,Eric Bledsoe makes a driving layup from 2 feet out. P.J. Tucker with the assist.,3.6,2.0,-1.0,False,0.0,0.0,9870.0,False,2.0,2.0,False,4.0,0.0,0.0,[38434],1570794.0
17.0,21.0,59.4,39.6,Alex Len with a defensive rebound.,19.8,0.0,-1.0,False,1.0,0.0,-1.0,False,2.0,1.0,False,4.0,0.0,0.0,"[38434, 38434]",1570794.0
21.0,17.0,39.6,28.6,Jarrett Jack with a defensive rebound.,11.0,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,4.0,0.0,0.0,[38434],1570794.0
17.0,21.0,28.6,4.0,Mirza Teletovic with a defensive rebound.,24.6,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,4.0,0.0,0.0,[38434],1570794.0
21.0,17.0,4.0,0.3,Jarrett Jack steals the ball from Brandon Knight.,3.7,0.0,-1.0,True,0.0,0.0,-1.0,True,1.0,5.0,False,4.0,0.0,0.0,[],1570794.0
17.0,21.0,0.3,0.0,End of the 4th Quarter,0.3,0.0,-1.0,False,0.0,0.0,-1.0,False,5.0,9.0,False,4.0,0.0,0.0,[],1570794.0
10.0,23.0,720.0,695.0,Omri Casspi with a defensive rebound.,25.0,0.0,-1.0,False,0.0,0.0,-1.0,False,9.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,695.0,687.0,DeMarcus Cousins makes a jump shot from 18 feet out. Rajon Rondo with the assist.,8.0,2.0,-1.0,False,0.0,0.0,9913.0,False,1.0,2.0,False,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,687.0,671.0,DeMarcus Cousins with a defensive rebound.,16.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,671.0,663.0,Ben McLemore makes a running dunk. Rajon Rondo with the assist.,8.0,2.0,-1.0,False,0.0,0.0,9913.0,False,1.0,2.0,False,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,663.0,648.0,Patrick Beverley makes a 3-point jump shot from 25 feet out.,15.0,3.0,-1.0,False,0.0,0.0,-1.0,False,2.0,3.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,648.0,633.0,Rockets with a defensive rebound.,15.0,0.0,-1.0,False,0.0,0.0,-1.0,False,3.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,633.0,621.0,DeMarcus Cousins with a defensive rebound.,12.0,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,621.0,618.0,Omri Casspi makes free throw 2 of 2.,3.0,2.0,-1.0,False,0.0,0.0,-1.0,False,1.0,7.0,True,1.0,1.0,0.0,[],1571438.0
10.0,23.0,618.0,597.0,Dwight Howard makes an alley oop layup. Clint Capela with the assist.,21.0,2.0,-1.0,False,0.0,0.0,9913.0,False,7.0,2.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,597.0,577.0,Clint Capela with a defensive rebound.,20.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,577.0,563.0,Patrick Beverley makes a 3-point jump shot from 25 feet out.,14.0,3.0,-1.0,False,0.0,0.0,-1.0,False,1.0,3.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,563.0,550.0,Dwight Howard steals the ball from Rudy Gay.,13.0,0.0,-1.0,True,0.0,0.0,-1.0,True,3.0,5.0,False,1.0,0.0,0.0,[],1571438.0
10.0,23.0,550.0,525.0,Clint Capela makes an alley oop dunk. Patrick Beverley with the assist.,25.0,2.0,-1.0,False,0.0,0.0,9913.0,False,5.0,2.0,False,1.0,2.0,0.0,[38593],1571438.0
23.0,10.0,525.0,515.0,Omri Casspi with a turnover - Stepped Out of Bounds,10.0,0.0,-1.0,True,0.0,0.0,-1.0,False,2.0,4.0,False,1.0,0.0,0.0,[],1571438.0
10.0,23.0,515.0,506.0,DeMarcus Cousins with a defensive rebound.,9.0,0.0,-1.0,False,0.0,0.0,-1.0,False,4.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,506.0,503.0,Rudy Gay makes a reverse layup from 2 feet out. DeMarcus Cousins with the assist.,3.0,2.0,-1.0,False,0.0,0.0,9913.0,False,1.0,2.0,True,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,503.0,486.0,Ben McLemore with a defensive rebound.,17.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,486.0,478.0,Dwight Howard with a defensive rebound.,8.0,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,478.0,454.0,Rudy Gay with a defensive rebound.,24.0,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,454.0,446.0,Omri Casspi makes a layup from 3 feet out. DeMarcus Cousins with the assist.,8.0,2.0,-1.0,False,0.0,0.0,9913.0,False,1.0,2.0,False,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,446.0,430.0,Ben McLemore with a defensive rebound.,16.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,430.0,425.0,Clint Capela steals the ball from Rajon Rondo.,5.0,0.0,-1.0,True,0.0,0.0,-1.0,True,1.0,5.0,False,1.0,0.0,0.0,[],1571438.0
10.0,23.0,425.0,405.0,James Harden makes a 3-point pull up jump shot from 25 feet out.,20.0,3.0,-1.0,False,0.0,0.0,-1.0,False,5.0,3.0,False,1.0,1.0,0.0,[38593],1571438.0
23.0,10.0,405.0,393.0,Clint Capela with a defensive rebound.,12.0,0.0,-1.0,False,0.0,0.0,-1.0,False,3.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,393.0,371.0,Ben McLemore with a defensive rebound.,22.0,2.0,-1.0,False,1.0,1.0,-1.0,False,1.0,1.0,False,1.0,1.0,0.0,"[38593, 38593]",1571438.0
23.0,10.0,371.0,353.0,Rajon Rondo makes a driving layup from 2 feet out.,18.0,2.0,-1.0,False,0.0,0.0,-1.0,False,1.0,2.0,False,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,353.0,345.0,Rajon Rondo steals the ball from Dwight Howard.,8.0,0.0,-1.0,True,0.0,0.0,-1.0,True,2.0,5.0,False,1.0,0.0,0.0,[],1571438.0
23.0,10.0,345.0,333.0,Dwight Howard with a defensive rebound.,12.0,0.0,-1.0,False,1.0,0.0,-1.0,False,5.0,1.0,False,1.0,0.0,0.0,"[38593, 38593]",1571438.0
10.0,23.0,333.0,314.0,Rajon Rondo steals the ball from Corey Brewer.,19.0,1.0,-1.0,True,2.0,0.0,-1.0,True,1.0,5.0,False,1.0,1.0,0.0,[38593],1571438.0
23.0,10.0,314.0,308.0,Quincy Acy makes a running layup from 1 foot out. Rajon Rondo with the assist.,6.0,2.0,-1.0,False,0.0,0.0,9913.0,False,5.0,2.0,True,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,308.0,303.0,Ty Lawson with a turnover - Double Dribble,5.0,0.0,-1.0,True,0.0,0.0,-1.0,False,2.0,4.0,False,1.0,0.0,0.0,[],1571438.0
23.0,10.0,303.0,292.0,DeMarcus Cousins is charged with a turnover due to a foul.,11.0,0.0,-1.0,True,0.0,0.0,-1.0,False,4.0,4.0,False,1.0,0.0,0.0,[],1571438.0
10.0,23.0,292.0,258.0,Terrence Jones makes a tip layup from 1 foot out.,34.0,2.0,-1.0,False,2.0,0.0,-1.0,False,4.0,2.0,False,1.0,0.0,0.0,"[38593, 38593, 38593]",1571438.0
23.0,10.0,258.0,247.0,Corey Brewer with a defensive rebound.,11.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,247.0,231.0,James Harden makes free throw 2 of 2.,16.0,2.0,-1.0,False,1.0,1.0,-1.0,False,1.0,7.0,False,1.0,1.0,0.0,[38593],1571438.0
23.0,10.0,231.0,203.0,Rockets with a defensive rebound.,28.0,0.0,-1.0,False,0.0,0.0,-1.0,False,7.0,1.0,False,1.0,1.0,0.0,[38593],1571438.0
10.0,23.0,203.0,187.0,Terrence Jones makes a layup from 2 feet out. Corey Brewer with the assist.,16.0,2.0,-1.0,False,0.0,0.0,9913.0,False,1.0,2.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,187.0,147.0,Dwight Howard with a defensive rebound.,40.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,147.0,133.0,Corey Brewer makes a running reverse layup from 1 foot out. Ty Lawson with the assist.,14.0,2.0,-1.0,False,0.0,0.0,9913.0,False,1.0,2.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,133.0,121.0,Dwight Howard with a defensive rebound.,12.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,121.0,104.0,Jason Terry makes a 3-point jump shot from 23 feet out. Ty Lawson with the assist.,17.0,3.0,-1.0,False,0.0,0.0,9913.0,False,1.0,3.0,False,1.0,0.0,0.0,[38593],1571438.0
23.0,10.0,104.0,93.0,Dwight Howard with a defensive rebound.,11.0,0.0,-1.0,False,0.0,0.0,-1.0,False,3.0,1.0,False,1.0,0.0,0.0,[38593],1571438.0
10.0,23.0,93.0,73.0,Ty Lawson makes free throw 2 of 2.,20.0,2.0,-1.0,False,0.0,0.0,-1.0,False,1.0,7.0,False,1.0,1.0,0.0,[],1571438.0
23.0,10.0,73.0,56.5,Darren Collison makes a jump shot from 16 feet out. Kosta Koufos with the assist.,16.5,2.0,-1.0,False,1.0,0.0,9913.0,False,7.0,2.0,False,1.0,0.0,0.0,"[38593, 38593]",1571438.0
10.0,23.0,56.5,22.9,Darren Collison with a defensive rebound.,33.6,0.0,-1.0,False,1.0,0.0,-1.0,False,2.0,1.0,False,1.0,0.0,0.0,"[38593, 38593]",1571438.0
23.0,10.0,22.9,0.0,End of the 1st Quarter,22.9,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,9.0,False,1.0,0.0,0.0,[],1571438.0
23.0,10.0,720.0,708.0,Trevor Ariza steals the ball from Marco Belinelli.,12.0,0.0,-1.0,True,0.0,0.0,-1.0,True,9.0,5.0,False,2.0,0.0,0.0,[],1571438.0
10.0,23.0,708.0,701.0,Kosta Koufos with a defensive rebound.,7.0,0.0,-1.0,False,0.0,0.0,-1.0,False,5.0,1.0,True,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,701.0,695.0,Ben McLemore makes a driving layup from 1 foot out. Darren Collison with the assist.,6.0,2.0,-1.0,False,0.0,0.0,9913.0,False,1.0,2.0,True,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,695.0,681.0,Marcus Thornton makes a 3-point jump shot from 25 feet out. Patrick Beverley with the assist.,14.0,3.0,-1.0,False,0.0,0.0,9913.0,False,2.0,3.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,681.0,653.0,Dwight Howard with a defensive rebound.,28.0,0.0,-1.0,False,0.0,0.0,-1.0,False,3.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,653.0,641.0,Ben McLemore with a defensive rebound.,12.0,0.0,-1.0,False,1.0,0.0,-1.0,False,1.0,1.0,False,2.0,0.0,0.0,"[38593, 38593]",1571438.0
23.0,10.0,641.0,627.0,Darren Collison makes a 3-point jump shot from 25 feet out. Rudy Gay with the assist.,14.0,3.0,-1.0,False,1.0,0.0,9913.0,False,1.0,3.0,False,2.0,0.0,0.0,"[38593, 38593]",1571438.0
10.0,23.0,627.0,599.0,Kosta Koufos with a defensive rebound.,28.0,0.0,-1.0,False,0.0,1.0,-1.0,False,3.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,599.0,591.0,Rudy Gay makes a jump shot from 15 feet out. Darren Collison with the assist.,8.0,2.0,-1.0,False,0.0,0.0,9913.0,False,1.0,2.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,591.0,569.0,Patrick Beverley makes a cutting layup from 4 feet out. Marcus Thornton with the assist.,22.0,2.0,-1.0,False,0.0,0.0,9913.0,False,2.0,2.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,569.0,548.0,Marcus Thornton with a defensive rebound.,21.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,548.0,533.0,Rudy Gay steals the ball from Jason Terry.,15.0,0.0,-1.0,True,0.0,0.0,-1.0,True,1.0,5.0,False,2.0,0.0,0.0,[],1571438.0
23.0,10.0,533.0,520.0,Dwight Howard with a defensive rebound.,13.0,0.0,-1.0,False,0.0,0.0,-1.0,False,5.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,520.0,505.0,Dwight Howard makes an alley oop dunk. Marcus Thornton with the assist.,15.0,2.0,-1.0,False,0.0,0.0,9913.0,False,1.0,2.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,505.0,490.0,Darren Collison makes a floating jump shot from 5 feet out.,15.0,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,2.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,490.0,470.0,DeMarcus Cousins with a defensive rebound.,20.0,0.0,-1.0,False,1.0,1.0,-1.0,False,2.0,1.0,False,2.0,0.0,0.0,"[38593, 38593]",1571438.0
23.0,10.0,470.0,465.0,Marcus Thornton with a defensive rebound.,5.0,0.0,-1.0,False,0.0,1.0,-1.0,False,1.0,1.0,True,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,465.0,461.0,Dwight Howard dunks. Trevor Ariza with the assist.,4.0,2.0,-1.0,False,0.0,0.0,9913.0,False,1.0,2.0,True,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,461.0,449.0,Dwight Howard with a defensive rebound.,12.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,449.0,435.0,Rudy Gay steals the ball from Jason Terry.,14.0,0.0,-1.0,True,0.0,0.0,-1.0,True,1.0,5.0,False,2.0,0.0,0.0,[],1571438.0
23.0,10.0,435.0,429.0,Rudy Gay makes an alley oop layup from 3 feet out. Ben McLemore with the assist.,6.0,2.0,-1.0,False,0.0,0.0,9913.0,False,5.0,2.0,True,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,429.0,422.0,Kosta Koufos with a defensive rebound.,7.0,1.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,2.0,1.0,0.0,[],1571438.0
23.0,10.0,422.0,389.0,Omri Casspi makes a 3-point jump shot from 25 feet out. Darren Collison with the assist.,33.0,3.0,-1.0,False,1.0,0.0,9913.0,False,1.0,3.0,False,2.0,2.0,0.0,"[38593, 38593]",1571438.0
10.0,23.0,389.0,375.0,Omri Casspi with a defensive rebound.,14.0,0.0,-1.0,False,0.0,1.0,-1.0,False,3.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,375.0,371.0,Clint Capela steals the ball from Omri Casspi.,4.0,0.0,-1.0,True,0.0,0.0,-1.0,True,1.0,5.0,False,2.0,0.0,0.0,[],1571438.0
10.0,23.0,371.0,364.0,Ben McLemore with a defensive rebound.,7.0,0.0,-1.0,False,0.0,0.0,-1.0,False,5.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,364.0,355.0,Ben McLemore makes a 3-point jump shot from 25 feet out. Omri Casspi with the assist.,9.0,3.0,-1.0,False,0.0,0.0,9913.0,False,1.0,3.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,355.0,341.0,Clint Capela makes a cutting layup from 3 feet out. Trevor Ariza with the assist.,14.0,2.0,-1.0,False,0.0,0.0,9913.0,False,3.0,2.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,341.0,330.0,Ben McLemore makes a pull up jump shot from 12 feet out.,11.0,2.0,-1.0,False,0.0,0.0,-1.0,False,2.0,2.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,330.0,313.0,Donatas Motiejunas is charged with a turnover due to a foul.,17.0,0.0,-1.0,True,0.0,0.0,-1.0,False,2.0,4.0,False,2.0,0.0,0.0,[],1571438.0
23.0,10.0,313.0,300.0,James Harden with a defensive rebound.,13.0,0.0,-1.0,False,0.0,0.0,-1.0,False,4.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,300.0,291.0,Darren Collison steals the ball from James Harden.,9.0,0.0,-1.0,True,0.0,0.0,-1.0,True,1.0,5.0,False,2.0,0.0,0.0,[],1571438.0
23.0,10.0,291.0,276.0,Trevor Ariza with a defensive rebound.,15.0,0.0,-1.0,False,1.0,0.0,-1.0,False,5.0,1.0,False,2.0,0.0,0.0,"[38593, 38593]",1571438.0
10.0,23.0,276.0,267.0,Clint Capela makes an alley oop dunk. James Harden with the assist.,9.0,2.0,-1.0,False,0.0,0.0,9913.0,False,1.0,2.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,267.0,255.0,Rockets with a defensive rebound.,12.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,255.0,241.0,Kosta Koufos steals the ball from Donatas Motiejunas.,14.0,0.0,-1.0,True,0.0,0.0,-1.0,True,1.0,5.0,False,2.0,0.0,0.0,[],1571438.0
23.0,10.0,241.0,230.0,Clint Capela with a defensive rebound.,11.0,0.0,-1.0,False,0.0,0.0,-1.0,False,5.0,1.0,False,2.0,1.0,0.0,[38593],1571438.0
10.0,23.0,230.0,218.0,James Harden makes a 3-point pull up jump shot from 26 feet out.,12.0,3.0,-1.0,False,0.0,0.0,-1.0,False,1.0,3.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,218.0,201.0,Omri Casspi makes a jump shot from 4 feet out. Rajon Rondo with the assist.,17.0,2.0,-1.0,False,0.0,0.0,9913.0,False,3.0,2.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,201.0,193.0,Kosta Koufos with a defensive rebound.,8.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,193.0,184.0,Trevor Ariza with a defensive rebound.,9.0,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,184.0,168.0,Kosta Koufos with a defensive rebound.,16.0,0.0,-1.0,False,0.0,0.0,-1.0,False,1.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,168.0,160.0,Ben McLemore makes a layup from 1 foot out.,8.0,2.0,-1.0,False,1.0,0.0,-1.0,False,1.0,2.0,False,2.0,0.0,0.0,"[38593, 38593]",1571438.0
10.0,23.0,160.0,142.0,Kosta Koufos with a defensive rebound.,18.0,0.0,-1.0,False,0.0,0.0,-1.0,False,2.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,142.0,135.0,Rudy Gay makes a layup from 4 feet out. Rajon Rondo with the assist.,7.0,2.0,-1.0,False,0.0,0.0,9913.0,False,1.0,2.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,135.0,125.0,James Harden is charged with a turnover due to a foul.,10.0,0.0,-1.0,True,0.0,0.0,-1.0,False,2.0,4.0,False,2.0,0.0,0.0,[],1571438.0
23.0,10.0,125.0,107.0,Omri Casspi makes a floating jump shot from 7 feet out. Rajon Rondo with the assist.,18.0,2.0,-1.0,False,2.0,0.0,9913.0,False,4.0,2.0,False,2.0,0.0,0.0,"[38593, 38593, 38593]",1571438.0
10.0,23.0,107.0,96.0,Rajon Rondo steals the ball from Corey Brewer.,11.0,0.0,-1.0,True,0.0,0.0,-1.0,True,2.0,5.0,False,2.0,0.0,0.0,[],1571438.0
23.0,10.0,96.0,92.0,Ben McLemore makes a running dunk. Rajon Rondo with the assist.,4.0,2.0,-1.0,False,0.0,0.0,9913.0,False,5.0,2.0,True,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,92.0,74.0,Corey Brewer makes a 3-point jump shot from 23 feet out. James Harden with the assist.,18.0,3.0,-1.0,False,0.0,0.0,9913.0,False,2.0,3.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,74.0,62.0,Rockets with a defensive rebound.,12.0,0.0,-1.0,False,0.0,0.0,-1.0,False,3.0,1.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,62.0,54.0,James Harden makes a 3-point jump shot from 26 feet out. Ty Lawson with the assist.,8.0,3.0,-1.0,False,0.0,0.0,9913.0,False,1.0,3.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,54.0,34.4,Rajon Rondo makes a 3-point pull up jump shot from 25 feet out. Rudy Gay with the assist.,19.6,3.0,-1.0,False,0.0,0.0,9913.0,False,3.0,3.0,False,2.0,0.0,0.0,[38593],1571438.0
10.0,23.0,34.4,27.8,Rudy Gay with a defensive rebound.,6.6,0.0,-1.0,False,0.0,0.0,-1.0,False,3.0,1.0,True,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,27.8,5.4,Rudy Gay makes a tip layup from 1 foot out.,22.4,2.0,-1.0,False,2.0,0.0,-1.0,False,1.0,2.0,False,2.0,0.0,0.0,"[38593, 38593, 38593]",1571438.0
10.0,23.0,5.4,0.0,End of the 2nd Quarter,5.4,0.0,-1.0,False,1.0,0.0,-1.0,False,2.0,9.0,False,2.0,0.0,0.0,[38593],1571438.0
23.0,10.0,720.0,709.0,DeMarcus Cousins makes free throw 1 of 1.,11.0,3.0,-1.0,False,0.0,0.0,9913.0,False,9.0,6.0,False,3.0,1.0,0.0,[38593],1571438.0
10.0,23.0,709.0,688.0,DeMarcus Cousins with a defensive rebound.,21.0,0.0,-1.0,False,0.0,0.0,-1.0,False,6.0,1.0,False,3.0,0.0,0.0,[38593],1571438.0
23.0,10.0,688.0,682.0,DeMarcus Cousins with a turnover - Palming,6.0,0.0,-1.0,True,0.0,0.0,-1.0,False,1.0,4.0,False,3.0,0.0,0.0,[],1571438.0
10.0,23.0,682.0,658.0,Trevor Ariza makes a cutting layup from 2 feet out. James Harden with the assist.,24.0,2.0,-1.0,False,0.0,0.0,9913.0,False,4.0,2.0,False,3.0,0.0,0.0,[38593],1571438.0
23.0,10.0,658.0,638.0,Trevor Ariza steals the ball from Omri Casspi.,20.0,0.0,-1.0,True,0.0,0.0,-1.0,True,2.0,5.0,False,3.0,0.0,0.0,[],1571438.0
10.0,23.0,638.0,631.0,Rajon Rondo steals the ball from James Harden.,7.0,0.0,-1.0,True,0.0,0.0,-1.0,True,5.0,5.0,False,3.0,0.0,0.0,[],1571438.0
23.0,10.0,631.0,618.0,Rockets with a defensive rebound.,13.0,0.0,-1.0,False,0.0,0.0,-1.0,False,5.0,1.0,False,3.0,0.0,0.0,[38593],1571438.0
