away,home,awayScore,homeScore,date,gameId,awayPoss,homePoss,periods
18.0,5.0,86.0,96.0,2015-11-04T20:00:00,1570496.0,95.0,95.0,4.0
12.0,23.0,111.0,104.0,2015-10-28T19:00:00,1570536.0,103.0,104.0,4.0
21.0,27.0,106.0,109.0,2015-12-04T19:00:00,1571374.0,99.0,99.0,4.0
28.0,12.0,91.0,80.0,2015-11-22T12:30:00,1571091.0,92.0,92.0,4.0
19.0,5.0,103.0,117.0,2015-11-23T19:00:00,1570542.0,92.0,92.0,4.0
3.0,22.0,94.0,112.0,2015-10-28T19:00:00,1571487.0,100.0,101.0,4.0
24.0,25.0,106.0,112.0,2015-10-28T19:00:00,1571664.0,102.0,102.0,4.0
17.0,5312.0,111.0,116.0,2015-11-18T19:00:00,1571375.0,102.0,102.0,4.0
24.0,4.0,89.0,92.0,2015-11-30T19:00:00,1570447.0,92.0,94.0,4.0
27.0,2.0,98.0,118.0,2015-11-06T19:30:00,1571103.0,108.0,108.0,4.0
25.0,26.0,111.0,89.0,2015-11-23T19:00:00,1571176.0,96.0,95.0,4.0
21.0,8.0,122.0,127.0,2015-12-02T19:30:00,1571138.0,108.0,109.0,5.0
18.0,15.0,122.0,97.0,2015-10-28T19:00:00,1570539.0,99.0,99.0,4.0
7.0,10.0,105.0,85.0,2015-10-28T19:00:00,1571305.0,99.0,99.0,4.0
11.0,5.0,97.0,101.0,2015-11-08T15:30:00,1570515.0,92.0,92.0,4.0
15.0,28.0,87.0,106.0,2015-11-01T18:00:00,1570530.0,91.0,91.0,4.0
25.0,29.0,125.0,88.0,2015-12-08T19:00:00,1570849.0,95.0,94.0,4.0
17.0,5.0,88.0,90.0,2015-11-28T19:30:00,1570550.0,99.0,98.0,4.0
8.0,9.0,95.0,109.0,2015-11-09T19:30:00,1570526.0,97.0,98.0,4.0
20.0,5312.0,88.0,113.0,2015-11-20T19:00:00,1571382.0,95.0,96.0,4.0
18.0,19.0,91.0,100.0,2015-11-25T19:00:00,1571231.0,91.0,91.0,4.0
14.0,8.0,81.0,104.0,2015-11-25T19:30:00,1571121.0,86.0,88.0,4.0
11.0,28.0,99.0,106.0,2015-10-28T19:30:00,1570506.0,104.0,104.0,4.0
22.0,24.0,80.0,93.0,2015-11-16T19:30:00,1570511.0,89.0,89.0,4.0
7.0,20.0,108.0,105.0,2015-12-05T13:00:00,1571072.0,100.0,99.0,4.0
15.0,8.0,95.0,102.0,2015-12-04T19:30:00,1571145.0,99.0,99.0,4.0
19.0,26.0,103.0,94.0,2015-12-03T19:00:00,1571191.0,96.0,95.0,4.0
3.0,21.0,120.0,114.0,2015-11-25T19:00:00,1571347.0,103.0,104.0,4.0
8.0,25.0,87.0,103.0,2015-11-27T19:00:00,1571708.0,94.0,95.0,4.0
9.0,26.0,106.0,103.0,2015-11-30T19:00:00,1571185.0,89.0,90.0,4.0
20.0,5.0,102.0,108.0,2015-11-06T19:30:00,1570508.0,95.0,96.0,4.0
2.0,15.0,99.0,83.0,2015-11-10T19:00:00,1570558.0,92.0,93.0,4.0
3.0,18.0,87.0,95.0,2015-11-15T12:00:00,1571432.0,93.0,93.0,4.0
4.0,22.0,93.0,88.0,2015-11-24T19:00:00,1571544.0,99.0,100.0,4.0
14.0,11.0,87.0,90.0,2015-11-06T20:00:00,1570960.0,92.0,92.0,4.0
17.0,18.0,91.0,108.0,2015-12-04T19:00:00,1571491.0,99.0,99.0,4.0
7.0,21.0,81.0,105.0,2015-11-14T19:00:00,1571326.0,101.0,100.0,4.0
18.0,5312.0,93.0,95.0,2015-11-11T19:00:00,1571357.0,93.0,93.0,4.0
25.0,1.0,100.0,106.0,2015-11-30T20:00:00,1571601.0,100.0,99.0,4.0
24.0,20.0,119.0,68.0,2015-12-07T19:00:00,1571077.0,89.0,89.0,4.0
9.0,29.0,100.0,84.0,2015-11-11T19:00:00,1570799.0,98.0,100.0,4.0
27.0,1.0,99.0,114.0,2015-11-07T19:30:00,1571561.0,100.0,100.0,4.0
17.0,1.0,87.0,101.0,2015-11-04T20:00:00,1571556.0,94.0,93.0,4.0
17.0,23.0,109.0,111.0,2015-11-13T19:00:00,1570788.0,101.0,102.0,4.0
11.0,27.0,123.0,106.0,2015-11-24T19:00:00,1571344.0,103.0,103.0,4.0
22.0,5312.0,94.0,106.0,2015-11-15T17:00:00,1571365.0,95.0,95.0,4.0
17.0,10.0,106.0,98.0,2015-11-11T19:00:00,1571367.0,94.0,94.0,4.0
6.0,12.0,88.0,104.0,2015-10-29T19:30:00,1571059.0,101.0,101.0,4.0
5.0,28.0,99.0,103.0,2015-11-25T19:30:00,1570577.0,88.0,89.0,4.0
22.0,21.0,92.0,110.0,2015-10-30T19:30:00,1571281.0,106.0,107.0,4.0
5312.0,1.0,94.0,97.0,2015-10-30T20:00:00,1571545.0,100.0,98.0,4.0
27.0,5312.0,87.0,101.0,2015-11-25T19:00:00,1571394.0,98.0,98.0,4.0
6.0,13.0,103.0,93.0,2015-11-01T18:30:00,1570821.0,98.0,97.0,4.0
21.0,4.0,103.0,101.0,2015-12-07T19:00:00,1570450.0,99.0,101.0,4.0
18.0,27.0,117.0,110.0,2015-10-31T19:00:00,1571308.0,107.0,106.0,4.0
